id,id_original,label,ctype,Fuente,Tipo_Unidad_Medida,Unidad_medida,Capítulo (Red Cómo Vamos),Anillo,Capitulo (Bogotá),Entidad responsable,Metodo de recolección,Descripción del indicador,Observaciones
v8_ma_049,08-ma-049,Contaminación  Sonora (Comercial),Nu,Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el porcentaje de cumplimiento normativo del sector comercio,0
v8_ma_050,08-ma-050,Contaminación Sonora (Servicios),Nu,Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el porcentaje de cumplimiento normativo del sector servicios,0
v8_ma_051,08-ma-051,Contaminación  Sonora (Residencial),Nu,Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Mide el porcentaje de cumplimiento normativo del sector residencial,0
v8_ma_052,08-ma-052,Porcentaje de vehículos que cumplen la norma de emisión de gases.,Nu,Secretaría de Ambiente,Porcentaje,Porción,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Secretaría de Ambiente,Registro Administrativo,Expresa el porcentaje de vehiculos revisados que han cumplido con la norma ambiental de emisión de gases.,0
v8_ma_053,08-ma-053,Toneladas de Escombros controladas por año,Nu,UAESP,Número,Toneladas,8. Medio ambiente,Hábitat Urbano,10. Ambiente,Unidad Administrativa Especial de Servicios Públicos,Corresponde a los registros de control para residuos de construcción y demolición en obras mayores a 5.000 m2 en la ciudad,NA,0
v9_m_016,09-m-016,Total accidentes de tránsito,Nu,IPAT,Número,Accidentes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número total de accidentes de transito occuridos durante el año de referencia.,0
v9_m_017,09-m-017,Tasa de morbilidad en accidentes de tránsito por cada 100.000 habitantes,Nu,Instituto Nacional de Medicina Legal,Tasa,Por cada 100000 habitantes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide la proporcion de accidentes de transito con victimas no fatales por cada 100.000 habitantes.,0
v9_m_007,09-m-007,Tasa de mortalidad por accidentes de tránsito,Nu,Instituto Nacional de Medicina Legal,Tasa,Por cada 100000 habitantes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaria de Movilidad,Registro Administrativo,"Es el número total de defunciones estimadas por accidentes de tránsito en una población total o de determinado sexo y/o edad dividido por el total de esa población, expresada por 100.000 habitantes.",0
v9_m_018,09-m-018,Total víctimas fatales en accidentes de transito,Nu,IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de víctimas fatales en accidentes de transito,0
v9_m_019,09-m-019,Tasa de morbilidad en accidentes de transito x 10.000 vehículos,Nu,IPAT,Tasa,Por cada 100000 habitantes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Número de personas lesionadas en accidentes de tránsito relacionado con el parque automotor registrado en el Distrito por cada 10.000 vehículos registrados a corte del año de medida.,0
v9_m_020,09-m-020,Tasa de mortalidad en accidentes de transito x 10.000 vehiculos,Nu,IPAT,Tasa,Por cada 100000 habitantes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Número de victimas fatales en accidentes de tránsito relacionado con el parque automotor registrado en el Distrito por cada 10.000 vehículos registrados a corte del año de medida.,0
v9_m_021,09-m-021,Mujeres victimas fatales de accidentes de tránsito,Nu,IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de mujeres víctimas fatales en accidentes de tránsito,0
v9_m_022,09-m-022,Hombres victimas fatales de accidentes de tránsito,Nu,IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de hombres víctimas fatales en accidentes de tránsito,0
v9_m_023,09-m-023,Víctimas fatales por condición (peatones),Nu,IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición peatones.,0
v9_m_024,09-m-024,Víctimas fatales por condición (motociclistas),Nu,IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición motociclistas.,0
v9_m_025,09-m-025,Víctimas fatales por condición (pasajeros),Nu,IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición pasajeros.,0
v9_m_026,09-m-026,Víctimas fatales por condición (conductores),Nu,IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,IPAT (Informes policiales de Accidentes de Tránsito),Expresa el número total de victimas fatales por condición conductores.,NA,0
v9_m_027,09-m-027,Víctimas fatales por condición (ciclistas),Nu,IPAT,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición ciclistas.,0
v9_m_028,09-m-028,Número total de accidentes en el SITP,Nu,IPAT,Número,Accidentes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Expresa el número total de victimas fatales por condición ciclistas.,0
v9_m_029,09-m-029,Número total de accidentes totales en el sistema Transmilenio.,Nu,Policía Metropolitana,Número,Accidentes,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,"Mide el número de accidentes totales con flota del SITP (Articulados, Biarticulados, Buses Padrones, Buses Zonales y Alimentadores)",0
v9_m_030,09-m-030,Infracciones a vehículos no automotores,Nu,Policía Metropolitana,Número,Infracciones,9. Movilidad,Hábitat Urbano,11. Movilidad,MEBOG,Registro Administrativo,Mide el número de comparendos por las sigueintes infracciones:,0
v9_m_031,09-m-031,Infracciones a peatones,Nu,Policía Metropolitana,Número,Infracciones,9. Movilidad,Hábitat Urbano,11. Movilidad,MEBOG,Registro Administrativo,"Mide el número de comparendos por infracción peatonal: Invadir la zona destinada al tránsito de vehículos, transitar en ésta en patines, monopatines, patinetas o similares. Llevar, sin las debidas precauciones, elementos que puedan obstaculizar o afectar el tránsito Cruzar por sitios no permitidos o transitar sobre el guardavías del ferrocarril. Colocarse delante o detrás de un vehículo que tenga el motor encendido. Remolcarse de vehículos en movimiento. Actuar de manera que ponga en peligro su integridad física. Cruzar la vía atravesando el tráfico vehicular en lugares en donde existen pasos peatonales. Ocupar la zona de seguridad y protección de la vía férrea, la cual se establece a una distancia no menor de 12 metros a lado y lado del eje de la vía férrea. Subirse o bajarse de los vehículos, estando éstos en movimiento, cualquiera que sea la operación o maniobra que estén realizando. Transitar por los túneles, puentes y viaductos de las vías férreas. En relación con el sttmp, éstos no deben ocupar la zona de seguridad y corredores de tránsito de los vehículos del sttmp, fuera de los lugares expresamente autorizados y habilitados para ello. Dentro del perímetro urbano, el cruce debe hacerse solo por las zonas autorizadas, como los puentes peatonales, los pasos peatonales y las bocacalles. El pasajero que sea sorprendido fumando en un vehículo de servicio público, será obligado a abandonar el automotor y deberá asistir a un curso de seguridad vial. Los peatones y ciclistas que no cumplan con las disposiciones de este código, serán amonestadas por la autoridad de tránsito competente y deberá asistir a un curso formativo dictado por las autoridades de tránsito.",0
v9_m_032,09-m-032,Infracciones a vehiculos automotores,Nu,Policía Metropolitana,Número,Infracciones,9. Movilidad,Hábitat Urbano,11. Movilidad,MEBOG,Registro Administrativo,Mide el número de comparendos por infracción vehicular,0
v9_m_033,09-m-033,Comparendos por infracción tecnico mecanica,Nu,Policía Metropolitana,Número,Comparendos,9. Movilidad,Hábitat Urbano,11. Movilidad,MEBOG,Registro Administrativo,"Mide el número de comparendos por infracción tecnico mecanica. No realizar la revisión técnico-mecánica en el plazo legal establecido o cuando el vehículo no se encuentre en adecuadas condiciones técnico-mecánicas o de emisiones contaminantes, aún cuando porte los certificados correspondientes. Además el vehículo será inmovilizado.",0
v9_m_034,09-m-034,Comparendos por infracción operativos emisiones,Nu,Secretaría de Movilidad,Número,Comparendos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de comparendos por infracción (vehiculos rechazados por emisiones),0
v9_m_035,09-m-035,Tiempo promedio de desplazamiento de las personas en la ciudad (minutos),Nu,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,"La SDM realiza anualmente un sondea de percepción de tiempo de desplazamiento de las personas en la ciudad. El sondeo se realiza en 60 sectores distribuidos en las 19 localidades de la ciudad, con un tamaño de muestra de 7.600 encuestas.",0
v9_m_036,09-m-036,Tiempo total de viaje TPC,Nu,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en TPC,0
v9_m_037,09-m-037,Tiempo total de viaje Transmilenio,Nu,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en  Transmilenio,0
v9_m_038,09-m-038,Tiempo total de viaje SITP,Nu,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en  SITP,0
v9_m_039,09-m-039,Tiempo total de viaje Alimentadores,Nu,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en Alimentadores,0
v9_m_040,09-m-040,Tiempo total de viaje Taxi,Nu,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en Taxi,0
v9_m_041,09-m-041,Tiempo total de viaje Moto,Nu,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en  Moto,0
v9_m_042,09-m-042,Tiempo total de viaje Particular,Nu,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en vehiculo Particular,0
v9_m_043,09-m-043,Tiempo total de viaje Bicicleta,Nu,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje en Bicicleta,0
v9_m_044,09-m-044,Tiempo total de viaje A pie,Nu,Secretaría de Movilidad,Número,Minutos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,encuesta SDM,Mide el tiempo promedio total de viaje a pie,0
v9_m_045,09-m-045,Estado de la malla vial bueno,Nu,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en buen estado sobre el total Kilómetros Carril,0
v9_m_046,09-m-046,Estado de la malla vial malo,Nu,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en mal estado sobre el  Total Kilómetros Carril,0
v9_m_047,09-m-047,Estado de la malla vial regular,Nu,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en regular estado sobre el  Total Kilómetros Carril,0
v9_m_048,09-m-048,Estado de la malla vial ARTERIAL bueno,Nu,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en buen estado sobre el total Kilómetros Carril,0
v9_m_049,09-m-049,Estado de la malla vial ARTERIAL regular,Nu,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en regular estado sobre el total Kilómetros Carril,0
v9_m_050,09-m-050,Estado de la malla vial ARTERIAL malo,Nu,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en mal estado sobre el total Kilómetros Carril,0
v9_m_051,09-m-051,Estado de la malla vial INTERMEDIA bueno,Nu,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en buen estado sobre el total Kilómetros Carril,0
v9_m_052,09-m-052,Estado de la malla vial INTERMEDIA regular,Nu,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en regular estado sobre el total Kilómetros Carril,0
v9_m_053,09-m-053,Estado de la malla vial INTERMEDIA malo,Nu,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en mal estado sobre el total Kilómetros Carril,0
v9_m_054,09-m-054,Estado de la malla vial LOCAL bueno,Nu,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en buen estado sobre el total Kilómetros Carril,0
v9_m_055,09-m-055,Estado de la malla vial LOCAL regular,Nu,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en regular estado sobre el total Kilómetros Carril,0
v9_m_056,09-m-056,Estado de la malla vial LOCAL malo,Nu,IDU,Porcentaje,Porción,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número Kilómetro Carril en mal estado sobre el total Kilómetros Carril,0
v9_m_057,09-m-057,Recuperación de la malla vial (km anuales recuperados),Nu,Secretaría de Movilidad,Número,Kilómetros,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de Km de vías recuperados que corresponden al subsistema vial misional Malla vial local,0
v9_m_058,09-m-058,Pasajeros diarios movilizados por transporte público masivo (Transmilenio),Nu,DANE,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,DANE,Registro Administrativo,Mide los pasajeros movilizados por transporte masivo sobre el total de pasajeros movilizados en un año,0
v9_m_059,09-m-059,Promedio de pasajeros en hora pico en Transmilenio,Nu,Transmilenio SA,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Transmilenio SA,Registro Administrativo,Corresponde unicamente a días hábiles en periodos de demanda sin estacionalidad. El periodo pico del sistema se presenta entre las 06:30 y las 7:30. Los datos a partir del 2012 incluyen las entradas por fase III.,0
v9_m_060,09-m-060,Número total de pasajeros interurbanos transportados integrados a Transmilenio,Nu,Secretaría de Movilidad,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Corresponde al total de pasajeros interurbanos que utlizan Transmilenio.,0
v9_m_061,09-m-061,Promedio anual de velocidad en transporte público (km/hora).,Nu,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Encuesta,Mide el promedio KM/H en la ciudad,0
v9_m_062,09-m-062,Promedio anual de velocidad de transporte individual (taxi) (km/hora).,Nu,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Encuesta,Mide el promedio KM/H en la ciudad,0
v9_m_063,09-m-063,Promedio anual de velocidad particular (km/hora).,Nu,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Encuesta,Mide el promedio KM/H en la ciudad,0
v9_m_064,09-m-064,Velocidad promedio de recorrido en el SITP,Nu,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide la velocidad promedio de recorrido en el SITP,0
v9_m_065,09-m-065,Velocidad promedio de recorrido en Transmilenio,Nu,Secretaría de Movilidad,Número,Kilómetros/hora,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide la velocidad promedio de recorrido en Transmilenio,0
v9_m_066,09-m-066,Muertes en el sistema Transmilenio,Nu,Secretaría de Movilidad,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,"Expresa el numero de victimas fatales (peaton, ciclista, conductor, pasajero) en el sistema BRT y zonal",0
v9_m_067,09-m-067,Heridos en el sistema Transmilenio,Nu,Secretaría de Movilidad,Número,Personas,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,"Expresa el numero de victimas No fatales (peaton, ciclista, conductor, pasajero) en el sistema BRT y zonal",0
v9_m_068,09-m-068,Cobertura de ciclo rutas,Nu,IDU,Número,Kilómetros,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,"Mide el número de Km de ciclorrutas, Bicicarriles y otros",0
v9_m_070,09-m-070,Cobertura Bici-carril,Nu,IDU,Número,Kilómetros,9. Movilidad,Hábitat Urbano,11. Movilidad,IDU,Registro Administrativo,Mide el número de Km de Bici-carriles,0
v9_m_071,09-m-071,"Parque automotor de transporte particular (auto, campero, camioneta)",Nu,Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de vehículos de transporte particular registrado,0
v9_m_072,09-m-072,Parque automotor de transporte particular (motocicletas),Nu,Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de vehículos de transporte particular registrado (motocicleta),0
v9_m_073,09-m-073,Parque automotor de transporte público,Nu,Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de vehículos de transporte público registrado.,0
v9_m_074,09-m-074,Parque automotor transporte público individual (taxis amarillos),Nu,Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de vehículos que prestan el servicio de transporte público individual (taxis amarillos),0
v9_m_075,09-m-075,"Charratización buses, busetas y microbusetas",Nu,Secretaría de Movilidad,Número,Vehículos,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,"Mide el número de buses, busetas y microbusetas chaarrizados",0
v9_m_076,09-m-076,Número de intersecciones semaforizadas,Nu,Secretaría de Movilidad,Número,Intersecciones,9. Movilidad,Hábitat Urbano,11. Movilidad,Secretaría de Movilidad,Registro Administrativo,Mide el número de intersecciones semaforizadas en la ciudad,0
v1_cr_004,11-cr-004,Número de cupos a eventos culturales,Nu,"Secretaría de Cultura, Recreación y Deporte",Número,Cupos,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Informe de entidades,"Número de cupos ofrecidos en la realizacion de eventos culturales,  de la información que reportan SDC, Orquesta Filarmónica, Fundación Gilberto Alzate, Instituto Distrital de Patrimonio Cultural, más eventos metropolitanos.",0
v1_cr_005,11-cr-005,Eventos culturales,Nu,"Secretaría de Cultura, Recreación y Deporte",Número,Eventos,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Informe de entidades,"Número de eventos culturales realizados por las entidades que conforman el sector cultura, recreación y deporte, para el año de referencia. De la información que reportan SDC, Orquesta Filarmónica, Fundación Gilberto Alzate, Instituto Distrital de Patrimonio Cultural, más eventos metropolitanos.",0
v1_cr_006,11-cr-006,Eventos culturales locales,Nu,"Secretaría de Cultura, Recreación y Deporte",Número,Eventos,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Informe de entidades,"Corresponde a los eventos artísticos, culturales o de patrimonio, ofrecidos por las entidades que conforman el sector cultura, recreación y deporte de Bogotá, y cuya cobertura tiene un propósito local.",0
v1_cr_007,11-cr-007,Porcentaje de población mayor de 13 años que practica alguna actividad artística de forma habitual,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,# de personas mayores de 13 años que practican habitualmente una actividad artística/ # de encuestados,0
v1_cr_008,11-cr-008,Porcentaje de personas de 13 años y más con tendencia al sedentarismo (incluye los inactivos y poco activos),Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Porcentaje de personas de 13 años y más con tendencia al sedentarismo (incluye los inactivos y poco activos),0
v1_cr_009,11-cr-009,Habitantes por instalaciones deportivas públicas,Nu,"Secretaría de Cultura, Recreación y Deporte",Tasa,Habitantes por escenario,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Mide el número de habitantes por instalaciones deportivas públicas,0
v1_cr_010,11-cr-010,Promedio de Libros leídos por persona al año,Nu,"Secretaría de Cultura, Recreación y Deporte",Número,Libros,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Mide el número de libros leídos por persona al año,0
v1_cr_011,11-cr-011,Porcentaje de personas mayores de 13 años que asistieron a obras de teatro,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Mide las personas mayores de 13 años que asistieron a obras de teatro en el último año sobre el total de personas mayores de 12 años,0
v1_cr_012,11-cr-012,Porcentaje de personas mayores de 13 años que asistieron a presentaciones de musica en vivo,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Encuesta,Mide las personas mayores de 13 años que asistieron a presentaciones de musica en vivo en el último año sobre el total de personas mayores de 12 años,0
v1_cr_013,11-cr-013,Numero de niños y niñas por biblioteca,Nu,"Secretaría de Cultura, Recreación y Deporte",Número,Personas,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Mide el número de libros disponibles para lectores entre  7 - 14 años de edad,0
v1_cr_014,11-cr-014,Número de adultos por biblioteca,Nu,"Secretaría de Cultura, Recreación y Deporte",Número,Personas,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Mide el número de libros disponibles para lectores  adultos 15 años o más,0
v1_cr_015,11-cr-015,Bibliotecas,Nu,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,"Mide el numero de bibliotecas, archivos cientificos, archivos generales, centros cientificos, hemerotecas, banco de redes de datos, centros de información, archivos artisticos y centros de documentación",0
v1_cr_016,11-cr-016,Espacios Culturales,Nu,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,"Mide el numero de centros culturales y artisticos, casa de cultura, salas de exposición, salones comunales, auditorios, galerias, casas de juventud, centros de información, gestión y creación cultural, centros interactivos de cuarta generación, centros polifuncionales y centros civicos",0
v1_cr_017,11-cr-017,Museos,Nu,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,Mide el numero de museos y museos de ciencia,0
v1_cr_018,11-cr-018,Salas de cine y teatro,Nu,"Secretaría de Cultura, Recreación y Deporte",Número,Escenarios,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",Registro Administrativo,"Mide el numero de salas de cine, teatros y cinematecas",0
v1_cr_019,11-cr-019,Porcentajes de personas que actualmente tiene acceso a Internet en su vivienda,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas que tiene acceso a internet en su vivienda,0
v1_cr_021,11-cr-021,Porcentaje de personas que usa Internet,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas que usa internet en la ciudad.,0
v1_cr_022,11-cr-022,Porcentaje de personas que practica algún deporte,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas que practica algún deporte en la ciudad.,0
v1_cr_023,11-cr-023,"Porcentaje de personas que pertenece a un Club deportivo, social o de recreación",Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,"Expresa el porcentaje de personas pertenece a un Club deportivo, social o de recreación",0
v1_cr_024,11-cr-024,"Porcentaje de personas que pertenece a una Organización artística, musical o cultural",Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,"Expresa el porcentaje de personas pertenece a una Organización artística, musical o cultural",0
v1_cr_025,11-cr-025,Porcentaje de personas que pertenece a un Grupo o partido político,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece a un Grupo o partido político,0
v1_cr_026,11-cr-026,Porcentaje de personas que pertenece a una Iglesia u organización religiosa,Nu,"Secretaría de Cultura, Recreación y Deporte",Porcentaje,Porción,"11. Cultura, recreación y deporte",Buen gobierno y Ciudadanía,"12. Cultura, Recreación y deporte","Secretaría de Cultura, Recreación y Deporte",encuesta,Expresa el porcentaje de personas pertenece  a una Iglesia u organización religiosa,0
